,Hour,Day,Month,Electricity [MWh],PV [MWh],Price,Peak,CO2
7567,7,316,November,0.07043963815348771,0.0,0.2324,Peak,366.02618709575637
7568,8,316,November,0.09549597424396873,0.057236761273350076,0.2324,Peak,380.62785928379867
7569,9,316,November,0.07283181277607882,0.10603575961396183,0.2324,Peak,382.10443287584786
7570,10,316,November,0.07023712011261589,0.08984264963406725,0.2324,Peak,376.69032970500086
7571,11,316,November,0.06959230825299742,0.12974081356288553,0.2324,Peak,375.5418835778514
7572,12,316,November,0.0977116596213776,0.11962280946946872,0.2324,Peak,377.18252090235046
7573,13,316,November,0.07275316815494394,0.0906048992410278,0.2324,Peak,372.424672661303
7574,14,316,November,0.06842715683316344,0.04567308382991448,0.2324,Peak,377.18252090235046
7575,15,316,November,0.06254581234211931,0.0073340049998249345,0.2324,Peak,388.0107272440448
7576,16,316,November,0.05867468083199845,0.0,0.2324,Peak,403.9249092916864
7577,17,316,November,0.058457147188000574,0.0,0.2324,Peak,425.9094494399748
7578,18,316,November,0.09784427162079512,0.0,0.2324,Peak,448.2221170531629
7579,19,316,November,0.13216993272850835,0.0,0.2324,Peak,460.8550244518063
7580,20,316,November,0.05984943336731228,0.0,0.2324,Peak,463.3159804385549
7581,21,316,November,0.056215387889908264,0.0,0.2324,Peak,458.23000473260765
7582,22,316,November,0.04041143894665307,0.0,0.2324,Peak,450.19088184256185
7583,23,316,November,0.03249000915392457,0.0,0.2187,Off-Peak,427.22195929957405
7584,0,317,November,0.029006319232076118,0.0,0.2187,Off-Peak,396.54204133144026
7585,1,317,November,0.02566839749235474,0.0,0.2187,Off-Peak,363.40116737655785
7586,2,317,November,0.026968813360516482,0.0,0.2187,Off-Peak,345.35415680706734
7587,3,317,November,0.026972958790349985,0.0,0.2187,Off-Peak,331.5728032812746
7588,4,317,November,0.026193136031260614,0.0,0.2187,Off-Peak,327.143082505127
7589,5,317,November,0.030019054488617063,0.0,0.2187,Off-Peak,327.79933743492666
7590,6,317,November,0.064717703052279,0.0,0.2324,Peak,334.5259504653731
7591,7,317,November,0.07025660052230474,0.0,0.2324,Peak,366.02618709575637
7592,8,317,November,0.09132401789718947,0.015232038332833391,0.2324,Peak,380.62785928379867
7593,9,317,November,0.07269890628513179,0.016106949362318355,0.2324,Peak,382.10443287584786
7594,10,317,November,0.070977558157371,0.03978053162860555,0.2324,Peak,376.69032970500086
7595,11,317,November,0.07052912599873792,0.04389895633380006,0.2324,Peak,375.5418835778514
7596,12,317,November,0.09753794099800983,0.02930598110282589,0.2324,Peak,377.18252090235046
7597,13,317,November,0.07205835401970777,0.024155228146099925,0.2324,Peak,372.424672661303
7598,14,317,November,0.06999378074171157,0.016180594477105698,0.2324,Peak,377.18252090235046
7599,15,317,November,0.06380089395174991,0.004943332495578126,0.2324,Peak,388.0107272440448
7600,16,317,November,0.0586372668715111,0.0,0.2324,Peak,403.9249092916864
7601,17,317,November,0.05825281703703704,0.0,0.2324,Peak,425.9094494399748
7602,18,317,November,0.09308355624095918,0.0,0.2324,Peak,448.2221170531629
7603,19,317,November,0.12623152817144798,0.0,0.2324,Peak,460.8550244518063
7604,20,317,November,0.058408032404252214,0.0,0.2324,Peak,463.3159804385549
7605,21,317,November,0.05572309835541965,0.0,0.2324,Peak,458.23000473260765
7606,22,317,November,0.040758854400271834,0.0,0.2324,Peak,450.19088184256185
7607,23,317,November,0.03283846717635066,0.0,0.2187,Off-Peak,427.22195929957405
7608,0,318,November,0.029454353054706086,0.0,0.2187,Off-Peak,396.54204133144026
7609,1,318,November,0.025686804743459052,0.0,0.2187,Off-Peak,363.40116737655785
7610,2,318,November,0.02700928711518858,0.0,0.2187,Off-Peak,345.35415680706734
7611,3,318,November,0.027015986272511044,0.0,0.2187,Off-Peak,331.5728032812746
7612,4,318,November,0.02622415325178389,0.0,0.2187,Off-Peak,327.143082505127
7613,5,318,November,0.030393819966021068,0.0,0.2187,Off-Peak,327.79933743492666
7614,6,318,November,0.06615256215523517,0.0,0.2324,Peak,334.5259504653731
7615,7,318,November,0.07094366663414073,0.0,0.2324,Peak,366.02618709575637
7616,8,318,November,0.09748992935794752,0.02399856996113961,0.2324,Peak,380.62785928379867
7617,9,318,November,0.07527185171003159,0.00530821012376221,0.2324,Peak,382.10443287584786
7618,10,318,November,0.07193350979522051,0.011110046880866272,0.2324,Peak,376.69032970500086
7619,11,318,November,0.07064397799513256,0.013127914523438205,0.2324,Peak,375.5418835778514
7620,12,318,November,0.1009554078656376,0.008770829763770867,0.2324,Peak,377.18252090235046
7621,13,318,November,0.07261745936451927,0.01587000257288126,0.2324,Peak,372.424672661303
7622,14,318,November,0.0677976352288659,0.004425554135785593,0.2324,Peak,377.18252090235046
7623,15,318,November,0.06273566327879496,0.004070941971562957,0.2324,Peak,388.0107272440448
7624,16,318,November,0.05862567782935822,0.0,0.2324,Peak,403.9249092916864
7625,17,318,November,0.05844507681676004,0.0,0.2324,Peak,425.9094494399748
7626,18,318,November,0.0949762613688656,0.0,0.2324,Peak,448.2221170531629
7627,19,318,November,0.12482302695403134,0.0,0.2324,Peak,460.8550244518063
7628,20,318,November,0.06003828996309561,0.0,0.2324,Peak,463.3159804385549
7629,21,318,November,0.05554817118586476,0.0,0.2324,Peak,458.23000473260765
7630,22,318,November,0.03972015310907237,0.0,0.2324,Peak,450.19088184256185
7631,23,318,November,0.03341583252568023,0.0,0.2187,Off-Peak,427.22195929957405
7632,0,319,November,0.03040985602760135,0.0,0.2187,Off-Peak,396.54204133144026
7633,1,319,November,0.027140931992472358,0.0,0.2187,Off-Peak,363.40116737655785
7634,2,319,November,0.028602276304660338,0.0,0.2187,Off-Peak,345.35415680706734
7635,3,319,November,0.028802591575315614,0.0,0.2187,Off-Peak,331.5728032812746
7636,4,319,November,0.027960762219608457,0.0,0.2187,Off-Peak,327.143082505127
7637,5,319,November,0.031638919961316285,0.0,0.2187,Off-Peak,327.79933743492666
7638,6,319,November,0.06408739207301037,0.0,0.2324,Peak,334.5259504653731
7639,7,319,November,0.07368569848702022,0.0,0.2324,Peak,366.02618709575637
7640,8,319,November,0.0952643863174126,0.001237410456225324,0.2324,Peak,380.62785928379867
7641,9,319,November,0.07378224422676011,0.015280207441258896,0.2324,Peak,382.10443287584786
7642,10,319,November,0.07167176113559283,0.01670311836144501,0.2324,Peak,376.69032970500086
7643,11,319,November,0.0719345075309524,0.015941000149856003,0.2324,Peak,375.5418835778514
7644,12,319,November,0.1037297139187418,0.01209537367223385,0.2324,Peak,377.18252090235046
7645,13,319,November,0.07437363955683875,0.012087203107324695,0.2324,Peak,372.424672661303
7646,14,319,November,0.07209147053821137,0.006534779018678443,0.2324,Peak,377.18252090235046
7647,15,319,November,0.06419852178705973,0.0047207533590228066,0.2324,Peak,388.0107272440448
7648,16,319,November,0.06058621774794677,0.0,0.2324,Peak,403.9249092916864
7649,17,319,November,0.05995514067161399,0.0,0.2324,Peak,425.9094494399748
7650,18,319,November,0.09522889405174506,0.0,0.2324,Peak,448.2221170531629
7651,19,319,November,0.12368984793068295,0.0,0.2324,Peak,460.8550244518063
7652,20,319,November,0.05967303842484997,0.0,0.2324,Peak,463.3159804385549
7653,21,319,November,0.05636869672913562,0.0,0.2324,Peak,458.23000473260765
7654,22,319,November,0.04522147636373142,0.0,0.2324,Peak,450.19088184256185
7655,23,319,November,0.033620547083823414,0.0,0.2187,Off-Peak,427.22195929957405
7656,0,320,November,0.03098027738519041,0.0,0.2187,Off-Peak,396.54204133144026
7657,1,320,November,0.02698641012154003,0.0,0.2187,Off-Peak,363.40116737655785
7658,2,320,November,0.02759695807836065,0.0,0.2187,Off-Peak,345.35415680706734
7659,3,320,November,0.02849051897697273,0.0,0.2187,Off-Peak,331.5728032812746
7660,4,320,November,0.028607119003110373,0.0,0.2187,Off-Peak,327.143082505127
7661,5,320,November,0.03172751156642882,0.0,0.2187,Off-Peak,327.79933743492666
7662,6,320,November,0.06656890995555335,0.0,0.2324,Peak,334.5259504653731
7663,7,320,November,0.06847075484538277,0.0,0.2324,Peak,366.02618709575637
7664,8,320,November,0.08135117946447683,0.029951610892076867,0.2324,Peak,380.62785928379867
7665,9,320,November,0.05795431724228301,0.003676206243021466,0.2324,Peak,382.10443287584786
7666,10,320,November,0.05077089819361953,0.005111158148186212,0.2324,Peak,376.69032970500086
7667,11,320,November,0.05589305968089675,0.01496525240435044,0.2324,Peak,375.5418835778514
7668,12,320,November,0.0937749525819135,0.006277602443409078,0.2324,Peak,377.18252090235046
7669,13,320,November,0.06261093545122579,0.017324857554222643,0.2324,Peak,372.424672661303
7670,14,320,November,0.047535512911926384,0.00843742275290808,0.2324,Peak,377.18252090235046
7671,15,320,November,0.0472356171024477,0.0,0.2324,Peak,388.0107272440448
7672,16,320,November,0.04800819751568056,0.0,0.2324,Peak,403.9249092916864
7673,17,320,November,0.05546273928585959,0.0,0.2324,Peak,425.9094494399748
7674,18,320,November,0.09272326247344227,0.0,0.2324,Peak,448.2221170531629
7675,19,320,November,0.12501761245570606,0.0,0.2324,Peak,460.8550244518063
7676,20,320,November,0.05923003720324425,0.0,0.2324,Peak,463.3159804385549
7677,21,320,November,0.056986367733605166,0.0,0.2324,Peak,458.23000473260765
7678,22,320,November,0.04211825560103505,0.0,0.2324,Peak,450.19088184256185
7679,23,320,November,0.03452397322564625,0.0,0.2187,Off-Peak,427.22195929957405
7680,0,321,November,0.035542587845997016,0.0,0.2187,Off-Peak,396.54204133144026
7681,1,321,November,0.034568438854125826,0.0,0.2187,Off-Peak,363.40116737655785
7682,2,321,November,0.031654185209231814,0.0,0.2187,Off-Peak,345.35415680706734
7683,3,321,November,0.03505988590031104,0.0,0.2187,Off-Peak,331.5728032812746
7684,4,321,November,0.03254287222039259,0.0,0.2187,Off-Peak,327.143082505127
7685,5,321,November,0.039272957543061766,0.0,0.2187,Off-Peak,327.79933743492666
7686,6,321,November,0.0663558932835529,0.0,0.2324,Peak,334.5259504653731
7687,7,321,November,0.048819897580032884,0.0,0.2324,Peak,366.02618709575637
7688,8,321,November,0.06563240421509617,0.0248201540416916,0.2324,Peak,380.62785928379867
7689,9,321,November,0.03393767410348724,0.03292594579194092,0.2324,Peak,382.10443287584786
7690,10,321,November,0.02509205426968504,0.10654544577014076,0.2324,Peak,376.69032970500086
7691,11,321,November,0.02336500855610802,0.11669211903749775,0.2324,Peak,375.5418835778514
7692,12,321,November,0.05388393374284077,0.08903449156518994,0.2324,Peak,377.18252090235046
7693,13,321,November,0.0308919173917076,0.02540051192913427,0.2324,Peak,372.424672661303
7694,14,321,November,0.024966878029998897,0.023358157072431933,0.2324,Peak,377.18252090235046
7695,15,321,November,0.025337768441998483,0.004281784361573254,0.2324,Peak,388.0107272440448
7696,16,321,November,0.02571099552133516,0.0,0.2324,Peak,403.9249092916864
7697,17,321,November,0.03553818313273532,0.0,0.2324,Peak,425.9094494399748
7698,18,321,November,0.07106840940124884,0.0,0.2324,Peak,448.2221170531629
7699,19,321,November,0.10880251921848452,0.0,0.2324,Peak,460.8550244518063
7700,20,321,November,0.05373342897206233,0.0,0.2324,Peak,463.3159804385549
7701,21,321,November,0.04494161411693981,0.0,0.2324,Peak,458.23000473260765
7702,22,321,November,0.039711618315690415,0.0,0.2324,Peak,450.19088184256185
7703,23,321,November,0.038599204513970566,0.0,0.2187,Off-Peak,427.22195929957405
7704,0,322,November,0.0323719244726731,0.0,0.2187,Off-Peak,396.54204133144026
7705,1,322,November,0.029484745796283227,0.0,0.2187,Off-Peak,363.40116737655785
7706,2,322,November,0.030980109354138894,0.0,0.2187,Off-Peak,345.35415680706734
7707,3,322,November,0.0311940122413027,0.0,0.2187,Off-Peak,331.5728032812746
7708,4,322,November,0.030672433262761707,0.0,0.2187,Off-Peak,327.143082505127
7709,5,322,November,0.034399345056588,0.0,0.2187,Off-Peak,327.79933743492666
7710,6,322,November,0.07268085515901693,0.0,0.2324,Peak,334.5259504653731
7711,7,322,November,0.08335764874658523,0.0,0.2324,Peak,366.02618709575637
7712,8,322,November,0.10442822934931688,0.018024667200651785,0.2324,Peak,380.62785928379867
7713,9,322,November,0.08556334627122447,0.043140966556427414,0.2324,Peak,382.10443287584786
7714,10,322,November,0.08246561369673855,0.07211257386617757,0.2324,Peak,376.69032970500086
7715,11,322,November,0.0800312302633591,0.08547313041351674,0.2324,Peak,375.5418835778514
7716,12,322,November,0.10665607205046268,0.018994792435509448,0.2324,Peak,377.18252090235046
7717,13,322,November,0.07960052805101996,0.007620721990661499,0.2324,Peak,372.424672661303
7718,14,322,November,0.07606688239335868,0.0014114362065380218,0.2324,Peak,377.18252090235046
7719,15,322,November,0.06959138342515622,0.004573805340306156,0.2324,Peak,388.0107272440448
7720,16,322,November,0.06539796662438323,0.0,0.2324,Peak,403.9249092916864
7721,17,322,November,0.06493320521130898,0.0,0.2324,Peak,425.9094494399748
7722,18,322,November,0.09818204844372752,0.0,0.2324,Peak,448.2221170531629
7723,19,322,November,0.13010610074947818,0.0,0.2324,Peak,460.8550244518063
7724,20,322,November,0.06364164547040782,0.0,0.2324,Peak,463.3159804385549
7725,21,322,November,0.06290986086254215,0.0,0.2324,Peak,458.23000473260765
7726,22,322,November,0.04347468025980815,0.0,0.2324,Peak,450.19088184256185
7727,23,322,November,0.03518329571394966,0.0,0.2187,Off-Peak,427.22195929957405
7728,0,323,November,0.032064538461015715,0.0,0.2187,Off-Peak,396.54204133144026
7729,1,323,November,0.028485038870331162,0.0,0.2187,Off-Peak,363.40116737655785
7730,2,323,November,0.02971669070597768,0.0,0.2187,Off-Peak,345.35415680706734
7731,3,323,November,0.02994281256279568,0.0,0.2187,Off-Peak,331.5728032812746
7732,4,323,November,0.028991607979298988,0.0,0.2187,Off-Peak,327.143082505127
7733,5,323,November,0.03428855508455527,0.0,0.2187,Off-Peak,327.79933743492666
7734,6,323,November,0.07499104715394697,0.0,0.2324,Peak,334.5259504653731
7735,7,323,November,0.07787373856961206,0.0,0.2324,Peak,366.02618709575637
7736,8,323,November,0.10146892970625003,0.051503010766473366,0.2324,Peak,380.62785928379867
7737,9,323,November,0.08011313210269766,0.06275817600450764,0.2324,Peak,382.10443287584786
7738,10,323,November,0.07676033612654712,0.07116934872593547,0.2324,Peak,376.69032970500086
7739,11,323,November,0.07474246032531844,0.025243317966408628,0.2324,Peak,375.5418835778514
7740,12,323,November,0.10324243150033792,0.03795334000678041,0.2324,Peak,377.18252090235046
7741,13,323,November,0.07581561975890884,0.04329502708068048,0.2324,Peak,372.424672661303
7742,14,323,November,0.07373805762839768,0.020119935696465262,0.2324,Peak,377.18252090235046
7743,15,323,November,0.06835698858816883,0.002969295043015924,0.2324,Peak,388.0107272440448
7744,16,323,November,0.065129903062859,0.0,0.2324,Peak,403.9249092916864
7745,17,323,November,0.06391819684570522,0.0,0.2324,Peak,425.9094494399748
7746,18,323,November,0.0970179936460142,0.0,0.2324,Peak,448.2221170531629
7747,19,323,November,0.13354585530508228,0.0,0.2324,Peak,460.8550244518063
7748,20,323,November,0.06372439594302075,0.0,0.2324,Peak,463.3159804385549
7749,21,323,November,0.05709550534723856,0.0,0.2324,Peak,458.23000473260765
7750,22,323,November,0.042266292151911966,0.0,0.2324,Peak,450.19088184256185
7751,23,323,November,0.03508500187250059,0.0,0.2187,Off-Peak,427.22195929957405
7752,0,324,November,0.03171276408531326,0.0,0.2187,Off-Peak,396.54204133144026
7753,1,324,November,0.02802341603544264,0.0,0.2187,Off-Peak,363.40116737655785
7754,2,324,November,0.03121014199011997,0.0,0.2187,Off-Peak,345.35415680706734
7755,3,324,November,0.029286768564259394,0.0,0.2187,Off-Peak,331.5728032812746
7756,4,324,November,0.030794248997621475,0.0,0.2187,Off-Peak,327.143082505127
7757,5,324,November,0.03147314711675685,0.0,0.2187,Off-Peak,327.79933743492666
7758,6,324,November,0.06459555395798129,0.0,0.2324,Peak,334.5259504653731
7759,7,324,November,0.07589665990073095,0.0,0.2324,Peak,366.02618709575637
7760,8,324,November,0.09746080616388468,0.029027914523450073,0.2324,Peak,380.62785928379867
7761,9,324,November,0.07717733666336013,0.037196419420458315,0.2324,Peak,382.10443287584786
7762,10,324,November,0.0757629927836343,0.0248894579905079,0.2324,Peak,376.69032970500086
7763,11,324,November,0.07454545691257576,0.09366185991268934,0.2324,Peak,375.5418835778514
7764,12,324,November,0.10094581822010136,0.07284723047109452,0.2324,Peak,377.18252090235046
7765,13,324,November,0.07627691896302065,0.07570570288193333,0.2324,Peak,372.424672661303
7766,14,324,November,0.07480286305345715,0.028687248485069462,0.2324,Peak,377.18252090235046
7767,15,324,November,0.06832592902941649,0.0027012123249508576,0.2324,Peak,388.0107272440448
7768,16,324,November,0.06438658526191889,0.0,0.2324,Peak,403.9249092916864
7769,17,324,November,0.06429085693878428,0.0,0.2324,Peak,425.9094494399748
7770,18,324,November,0.09940417406834497,0.0,0.2324,Peak,448.2221170531629
7771,19,324,November,0.13450979255713036,0.0,0.2324,Peak,460.8550244518063
7772,20,324,November,0.0649291554888078,0.0,0.2324,Peak,463.3159804385549
7773,21,324,November,0.05856120147050368,0.0,0.2324,Peak,458.23000473260765
7774,22,324,November,0.04344913517917354,0.0,0.2324,Peak,450.19088184256185
7775,23,324,November,0.035525139097205886,0.0,0.2187,Off-Peak,427.22195929957405
7776,0,325,November,0.03220052660445909,0.0,0.2187,Off-Peak,396.54204133144026
7777,1,325,November,0.030094033219895976,0.0,0.2187,Off-Peak,363.40116737655785
7778,2,325,November,0.030040578085156436,0.0,0.2187,Off-Peak,345.35415680706734
7779,3,325,November,0.030157147731514164,0.0,0.2187,Off-Peak,331.5728032812746
7780,4,325,November,0.030793655367887293,0.0,0.2187,Off-Peak,327.143082505127
7781,5,325,November,0.033463666948430434,0.0,0.2187,Off-Peak,327.79933743492666
7782,6,325,November,0.07307759013356784,0.0,0.2324,Peak,334.5259504653731
7783,7,325,November,0.08129862383032854,0.0,0.2324,Peak,366.02618709575637
7784,8,325,November,0.10319368439139764,0.0026532744808671718,0.2324,Peak,380.62785928379867
7785,9,325,November,0.08013799142132215,0.0018841181777412906,0.2324,Peak,382.10443287584786
7786,10,325,November,0.07641245535005077,0.012486754218674295,0.2324,Peak,376.69032970500086
7787,11,325,November,0.07170906657329522,0.008865789973746749,0.2324,Peak,375.5418835778514
7788,12,325,November,0.10158211599534002,0.018921730767012482,0.2324,Peak,377.18252090235046
7789,13,325,November,0.07258073083614314,0.008211520571260513,0.2324,Peak,372.424672661303
7790,14,325,November,0.07175418433171654,0.0042891001496050615,0.2324,Peak,377.18252090235046
7791,15,325,November,0.06637563896632936,0.002918782485807467,0.2324,Peak,388.0107272440448
7792,16,325,November,0.062094879525517815,0.0,0.2324,Peak,403.9249092916864
7793,17,325,November,0.06165877228493578,0.0,0.2324,Peak,425.9094494399748
7794,18,325,November,0.09577634505068837,0.0,0.2324,Peak,448.2221170531629
7795,19,325,November,0.13072758520557254,0.0,0.2324,Peak,460.8550244518063
7796,20,325,November,0.06314000791156023,0.0,0.2324,Peak,463.3159804385549
7797,21,325,November,0.0575207501529052,0.0,0.2324,Peak,458.23000473260765
7798,22,325,November,0.042535314122690085,0.0,0.2324,Peak,450.19088184256185
7799,23,325,November,0.0374565876656473,0.0,0.2187,Off-Peak,427.22195929957405
7800,0,326,November,0.031215670785436113,0.0,0.2187,Off-Peak,396.54204133144026
7801,1,326,November,0.028181264010559606,0.0,0.2187,Off-Peak,363.40116737655785
7802,2,326,November,0.030957025953631825,0.0,0.2187,Off-Peak,345.35415680706734
7803,3,326,November,0.030137422147991318,0.0,0.2187,Off-Peak,331.5728032812746
7804,4,326,November,0.029236182440732894,0.0,0.2187,Off-Peak,327.143082505127
7805,5,326,November,0.03301187794087666,0.0,0.2187,Off-Peak,327.79933743492666
7806,6,326,November,0.07236481504447861,0.0,0.2324,Peak,334.5259504653731
7807,7,326,November,0.07719045048518228,0.0,0.2324,Peak,366.02618709575637
7808,8,326,November,0.09882347136330304,0.008288674503058065,0.2324,Peak,380.62785928379867
7809,9,326,November,0.08039018607752907,0.013947394075960802,0.2324,Peak,382.10443287584786
7810,10,326,November,0.07338260756951034,0.036694327887740685,0.2324,Peak,376.69032970500086
7811,11,326,November,0.0747177730076879,0.029772594432323794,0.2324,Peak,375.5418835778514
7812,12,326,November,0.1009525180132406,0.016325561604984846,0.2324,Peak,377.18252090235046
7813,13,326,November,0.07534562475063311,0.011311379269132563,0.2324,Peak,372.424672661303
7814,14,326,November,0.07211738585433475,0.008110254214915437,0.2324,Peak,377.18252090235046
7815,15,326,November,0.06540424781132237,0.00033186166721946444,0.2324,Peak,388.0107272440448
7816,16,326,November,0.0616721026197553,0.0,0.2324,Peak,403.9249092916864
7817,17,326,November,0.06166029929152881,0.0,0.2324,Peak,425.9094494399748
7818,18,326,November,0.0969870272206353,0.0,0.2324,Peak,448.2221170531629
7819,19,326,November,0.1321697333643998,0.0,0.2324,Peak,460.8550244518063
7820,20,326,November,0.06478419497569897,0.0,0.2324,Peak,463.3159804385549
7821,21,326,November,0.05880593644684911,0.0,0.2324,Peak,458.23000473260765
7822,22,326,November,0.042991646057659635,0.0,0.2324,Peak,450.19088184256185
7823,23,326,November,0.03540872715282679,0.0,0.2187,Off-Peak,427.22195929957405
7824,0,327,November,0.032423962717791896,0.0,0.2187,Off-Peak,396.54204133144026
7825,1,327,November,0.0280146128163308,0.0,0.2187,Off-Peak,363.40116737655785
7826,2,327,November,0.02865328962649312,0.0,0.2187,Off-Peak,345.35415680706734
7827,3,327,November,0.029976947913954888,0.0,0.2187,Off-Peak,331.5728032812746
7828,4,327,November,0.03209252078203821,0.0,0.2187,Off-Peak,327.143082505127
7829,5,327,November,0.0333640228772315,0.0,0.2187,Off-Peak,327.79933743492666
7830,6,327,November,0.06880789540575677,0.0,0.2324,Peak,334.5259504653731
7831,7,327,November,0.07464209925731696,0.0,0.2324,Peak,366.02618709575637
7832,8,327,November,0.09089608739766383,0.04322055867644215,0.2324,Peak,380.62785928379867
7833,9,327,November,0.06458330260756266,0.08292443020747703,0.2324,Peak,382.10443287584786
7834,10,327,November,0.05311461498007203,0.0912542728705479,0.2324,Peak,376.69032970500086
7835,11,327,November,0.05551124544590735,0.08654471142079495,0.2324,Peak,375.5418835778514
7836,12,327,November,0.0910260614746857,0.03655620142813666,0.2324,Peak,377.18252090235046
7837,13,327,November,0.06139999300610145,0.05256483068890538,0.2324,Peak,372.424672661303
7838,14,327,November,0.048325497815313714,0.01968979873372789,0.2324,Peak,377.18252090235046
7839,15,327,November,0.047693848530530464,0.002094917734285213,0.2324,Peak,388.0107272440448
7840,16,327,November,0.04851088557206409,0.0,0.2324,Peak,403.9249092916864
7841,17,327,November,0.056499637463530275,0.0,0.2324,Peak,425.9094494399748
7842,18,327,November,0.09653553629017264,0.0,0.2324,Peak,448.2221170531629
7843,19,327,November,0.13224793266532991,0.0,0.2324,Peak,460.8550244518063
7844,20,327,November,0.06195599731475367,0.0,0.2324,Peak,463.3159804385549
7845,21,327,November,0.0579646613926135,0.0,0.2324,Peak,458.23000473260765
7846,22,327,November,0.043486204110405394,0.0,0.2324,Peak,450.19088184256185
7847,23,327,November,0.035847142511304525,0.0,0.2187,Off-Peak,427.22195929957405
7848,0,328,November,0.03694266730024308,0.0,0.2187,Off-Peak,396.54204133144026
7849,1,328,November,0.03313242605295486,0.0,0.2187,Off-Peak,363.40116737655785
7850,2,328,November,0.033505288239107145,0.0,0.2187,Off-Peak,345.35415680706734
7851,3,328,November,0.03560817391881649,0.0,0.2187,Off-Peak,331.5728032812746
7852,4,328,November,0.034745365248438284,0.0,0.2187,Off-Peak,327.143082505127
7853,5,328,November,0.03887704369743067,0.0,0.2187,Off-Peak,327.79933743492666
7854,6,328,November,0.0745381399638686,0.0,0.2324,Peak,334.5259504653731
7855,7,328,November,0.05689011688409721,0.0,0.2324,Peak,366.02618709575637
7856,8,328,November,0.06927079613133648,0.00768444679495389,0.2324,Peak,380.62785928379867
7857,9,328,November,0.04176761582733122,0.0037762478138331033,0.2324,Peak,382.10443287584786
7858,10,328,November,0.034257737955239544,0.010244333988593812,0.2324,Peak,376.69032970500086
7859,11,328,November,0.028549913133022287,0.006712853536251246,0.2324,Peak,375.5418835778514
7860,12,328,November,0.05792160174049669,0.005179162410282702,0.2324,Peak,377.18252090235046
7861,13,328,November,0.0348229815680377,0.014145983271069019,0.2324,Peak,372.424672661303
7862,14,328,November,0.030598142841143764,0.003747462609311461,0.2324,Peak,377.18252090235046
7863,15,328,November,0.031093259202099776,0.00034436635013012864,0.2324,Peak,388.0107272440448
7864,16,328,November,0.030949037370714607,0.0,0.2324,Peak,403.9249092916864
7865,17,328,November,0.040365617668494266,0.0,0.2324,Peak,425.9094494399748
7866,18,328,November,0.073683097765474,0.0,0.2324,Peak,448.2221170531629
7867,19,328,November,0.09837031303878632,0.0,0.2324,Peak,460.8550244518063
7868,20,328,November,0.057240222826727874,0.0,0.2324,Peak,463.3159804385549
7869,21,328,November,0.045599619425494654,0.0,0.2324,Peak,458.23000473260765
7870,22,328,November,0.04060985399461565,0.0,0.2324,Peak,450.19088184256185
7871,23,328,November,0.0369429131320735,0.0,0.2187,Off-Peak,427.22195929957405
7872,0,329,November,0.031887170816278516,0.0,0.2187,Off-Peak,396.54204133144026
7873,1,329,November,0.028988317913693513,0.0,0.2187,Off-Peak,363.40116737655785
7874,2,329,November,0.030319996475600512,0.0,0.2187,Off-Peak,345.35415680706734
7875,3,329,November,0.030817228880524843,0.0,0.2187,Off-Peak,331.5728032812746
7876,4,329,November,0.029110414159282783,0.0,0.2187,Off-Peak,327.143082505127
7877,5,329,November,0.032455584293891636,0.0,0.2187,Off-Peak,327.79933743492666
7878,6,329,November,0.06640210156452803,0.0,0.2324,Peak,334.5259504653731
7879,7,329,November,0.07924925852699774,0.0,0.2324,Peak,366.02618709575637
7880,8,329,November,0.10452714706585896,0.018145322176869264,0.2324,Peak,380.62785928379867
7881,9,329,November,0.08163240586293244,0.069298719419962,0.2324,Peak,382.10443287584786
7882,10,329,November,0.07857180969633612,0.09419198565250783,0.2324,Peak,376.69032970500086
7883,11,329,November,0.07615428820456897,0.090249010417783,0.2324,Peak,375.5418835778514
7884,12,329,November,0.10061660801507022,0.07400096965257827,0.2324,Peak,377.18252090235046
7885,13,329,November,0.07628265893674421,0.06538179501793036,0.2324,Peak,372.424672661303
7886,14,329,November,0.0716874216822937,0.02986684496698347,0.2324,Peak,377.18252090235046
7887,15,329,November,0.06616547373461874,0.0018377169599045247,0.2324,Peak,388.0107272440448
7888,16,329,November,0.06164845338317315,0.0,0.2324,Peak,403.9249092916864
7889,17,329,November,0.06087591289054384,0.0,0.2324,Peak,425.9094494399748
7890,18,329,November,0.0964496429212174,0.0,0.2324,Peak,448.2221170531629
7891,19,329,November,0.1271293052657638,0.0,0.2324,Peak,460.8550244518063
7892,20,329,November,0.05944227798398469,0.0,0.2324,Peak,463.3159804385549
7893,21,329,November,0.056125151253822635,0.0,0.2324,Peak,458.23000473260765
7894,22,329,November,0.04018669924566769,0.0,0.2324,Peak,450.19088184256185
7895,23,329,November,0.0328312844648318,0.0,0.2187,Off-Peak,427.22195929957405
7896,0,330,November,0.02935818688413184,0.0,0.2187,Off-Peak,396.54204133144026
7897,1,330,November,0.026016523333071955,0.0,0.2187,Off-Peak,363.40116737655785
7898,2,330,November,0.030913137012467656,0.0,0.2187,Off-Peak,345.35415680706734
7899,3,330,November,0.027253642178833738,0.0,0.2187,Off-Peak,331.5728032812746
7900,4,330,November,0.02656712955958075,0.0,0.2187,Off-Peak,327.143082505127
7901,5,330,November,0.03135245686714238,0.0,0.2187,Off-Peak,327.79933743492666
7902,6,330,November,0.07850865534048013,0.0,0.2324,Peak,334.5259504653731
